2022,Inf. Sciences,"A reinforcement learning approach for single redundant view co-training text classification.",Bruno B. M. Paiva; Erickson R. Nascimento; Marcos André Gonçalves; Fabiano Belém,https://doi.org/10.1016/j.ins.2022.09.065,null,J,no_arxiv,0
2022,WACV,"Creating and Reenacting Controllable 3D Humans with Differentiable Rendering.",Thiago L. Gomes; Thiago M. Coutinho; Rafael Azevedo; Renato Martins; Erickson R. Nascimento,https://doi.org/10.1109/WACV51458.2022.00079,null,C,http://arxiv.org/abs/2110.11746v1,0
2021,IJCV,"A Shape-Aware Retargeting Approach to Transfer Human Motion and Appearance in Monocular Videos.",Thiago L. Gomes; Renato Martins; João Pedro Moreira Ferreira; Rafael Azevedo; Guilherme Torres; Erickson R. Nascimento,https://doi.org/10.1007/s11263-021-01471-x,top,J,no_arxiv,0
2021,IMAVIS,"Introducing the structural bases of typicality effects in deep learning.",Omar Vidal Pino; Erickson R. Nascimento; Mario F. M. Campos,https://doi.org/10.1016/j.imavis.2021.104249,null,J,http://arxiv.org/abs/2107.03279v1,0
2021,IEEE TPAMI,"A Sparse Sampling-Based Framework for Semantic Fast-Forward of First-Person Videos.",Michel Melo Silva; Washington L. S. Ramos; Mario F. M. Campos; Erickson R. Nascimento,https://doi.org/10.1109/TPAMI.2020.2983929,top,J,no_arxiv,0
2020,CVPR,"Straight to the Point: Fast-Forwarding Videos via Reinforcement Learning Using Textual Data.",Washington L. S. Ramos; Michel Melo Silva; Edson R. Araujo; Leandro Soriano Marcolino; Erickson Rangel do Nascimento,https://openaccess.thecvf.com/content_CVPR_2020/html/Ramos_Straight_to_the_Point_Fast-Forwarding_Videos_via_Reinforcement_Learning_Using_CVPR_2020_paper.html,top,C,no_arxiv,0
2020,WACV,"Personalizing Fast-Forward Videos Based on Visual and Textual Features from Social Network.",Washington L. S. Ramos; Michel Melo Silva; Edson R. Araujo; Alan C. Neves; Erickson R. Nascimento,https://doi.org/10.1109/WACV45572.2020.9093330,null,C,no_arxiv,0
2020,WACV,"Do As I Do: Transferring Human Motion and Appearance between Monocular Videos with Spatial and Temporal Constraints.",Thiago L. Gomes; Renato Martins; João P. K. Ferreira; Erickson R. Nascimento,https://doi.org/10.1109/WACV45572.2020.9093395,null,C,http://arxiv.org/abs/2001.02606v2,0
2019,ICCV,"GEOBIT: A Geodesic-Based Binary Descriptor Invariant to Non-Rigid Deformations for RGB-D Images.",Erickson Rangel do Nascimento; Guilherme A. Potje; Renato Martins; Felipe C. Chamone; Mario F. M. Campos; Ruzena Bajcsy,https://doi.org/10.1109/ICCV.2019.01010,top,C,no_arxiv,0
2019,WACV,"Prototypicality Effects in Global Semantic Description of Objects.",Omar Vidal Pino; Erickson R. Nascimento; Mario F. M. Campos,https://doi.org/10.1109/WACV.2019.00136,null,C,http://arxiv.org/abs/1801.04331v3,0
2018,JVCI,"Making a long story short: A multi-importance fast-forwarding egocentric videos with the emphasis on relevant objects.",Michel Melo Silva; Washington L. S. Ramos; Felipe C. Chamone; João P. K. Ferreira; Mario F. M. Campos; Erickson R. Nascimento,https://doi.org/10.1016/j.jvcir.2018.02.013,null,J,no_arxiv,0
2018,JVCI,"Single-shot underwater image restoration: A visual quality-aware method based on light propagation model.",Wagner Barros; Erickson R. Nascimento; Walysson V. Barbosa; Mario F. M. Campos,https://doi.org/10.1016/j.jvcir.2018.06.018,null,J,no_arxiv,0
2018,CVPR,"A Weighted Sparse Sampling and Smoothing Frame Transition Approach for Semantic Fast-Forward First-Person Videos.",Michel Melo Silva; Washington L. S. Ramos; João P. K. Ferreira; Felipe C. Chamone; Mario F. M. Campos; Erickson R. Nascimento,http://openaccess.thecvf.com/content_cvpr_2018/html/Silva_A_Weighted_Sparse_CVPR_2018_paper.html,top,C,no_arxiv,0
